,area_fips,state,county,va_base,va_jan20,va_feb20,va_mar20,va_apr20,va_may20,va_jun20,va_jul20,va_aug20,va_sep20,va_oct20,va_nov20,va_dec20,va_jan21,va_feb21,va_mar21,va_apr21,va_may21,va_jun21,va_jul21,va_aug21,va_sep21,va_oct21,va_nov21,va_dec21,va_jan22,va_feb22,va_mar22,va_apr22,pcEmpAct_jan20,pcEmpAct_feb20,pcEmpAct_mar20,pcEmpAct_apr20,pcEmpAct_may20,pcEmpAct_jun20,pcEmpAct_jul20,pcEmpAct_aug20,pcEmpAct_sep20,pcEmpAct_oct20,pcEmpAct_nov20,pcEmpAct_dec20,pcEmpAct_jan21,pcEmpAct_feb21,pcEmpAct_mar21,pcEmpAct_apr21,pcEmpAct_may21,pcEmpAct_jun21,pcEmpAct_jul21,pcEmpAct_aug21,pcEmpAct_sep21,pcEmpAct_oct21,pcEmpAct_nov21,pcEmpAct_dec21,pcEmpAct_jan22,pcEmpAct_feb22,pcEmpAct_mar22,pcEmpAct_apr22,index_jan20,index_feb20,index_mar20,index_apr20,index_may20,index_jun20,index_jul20,index_aug20,index_sep20,index_oct20,index_nov20,index_dec20,index_jan21,index_feb21,index_mar21,index_apr21,index_may21,index_jun21,index_jul21,index_aug21,index_sep21,index_oct21,index_nov21,index_dec21,index_jan22,index_feb22,index_mar22,index_apr22
103,4013,Arizona,Maricopa County,1.0,310.144592131555,311.136701056321,303.12807895495,285.8286584789,301.031394428555,292.330660222019,294.724747530977,298.05626968372,297.718863310972,297.919862865995,297.328112057556,298.071449310698,304.954828059824,304.157363051447,299.996243995089,300.994012493748,302.335944895968,302.883050673745,304.458143929403,304.254995807132,304.598201710363,305.163081980878,305.503640972268,305.869625498743,312.033055057948,312.066895406536,311.952470736478,311.613776063485,0,0.00286219801336918,-0.0266524317668891,-0.131220436008233,-0.0723237495048947,-0.086078474078096,-0.0736789934507184,-0.0604843245765583,-0.0601384515610712,-0.0570694136899388,-0.0581873509724435,-0.0583281417257679,-0.0352827691746938,-0.0356239124601867,-0.0476706546708774,-0.0457135438995526,-0.0406971267325139,-0.0380673449117888,-0.0327454189454248,-0.0329518451418862,-0.0317227979216794,-0.0288611028279878,-0.0273948556090823,-0.0252718194775068,-0.00384700753736367,-0.00310107599716991,-0.00380338215015918,-0.00534504225077181,1.0,1.00319885933831,0.977376638656242,0.921598073061545,0.970616293386364,0.942562493877116,0.95028175569788,0.961023591078103,0.95993569084928,0.960583774227556,0.958675790585564,0.961072534788111,0.983266630457547,0.980695361995644,0.967278655201695,0.970495762718555,0.974822558788081,0.97658659334376,0.981665170548131,0.981010159538992,0.982116759208751,0.983938104106732,0.985036169331888,0.986216214174714,1.00608897583354,1.00619808735587,1.00582914760015,1.00473709350156
